위치,법정동명,법정동코드,대피소명,경도,위도,수용가능인원,구,시,현재인원,비율,읍면동,담당자 연락처
경상남도 거제시 사등면 지석리 1223,경상남도 거제시 사등면,48310360,사등운동장,128.5143707,34.90644215,4000,거제시,경상남도,2504,0.626,사등면,010-6958-5671
경상남도 거제시 사등면 덕호리 14-1,경상남도 거제시 사등면,48310360,오량초등학교 운동장,128.4823475,34.88642453,2456,거제시,경상남도,1366,0.556188925,사등면,010-2715-3819
서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목동,11260101,중곡초등학교운동장,127.0835923,37.57432888,3695,중랑구,서울특별시,345,0.093369418,면목동,010-9779-8645
서울특별시 동대문구 장안동 239-2,서울특별시 동대문구 장안동,11230106,군자초등학교 운동장,127.0611386,37.56409914,5321,동대문구,서울특별시,1298,0.243939109,장안동,010-9912-7610
서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 청량리동,11230107,홍릉초등학교 운동장,127.0470319,37.59074685,4809,동대문구,서울특별시,874,0.181742566,청량리동,010-7976-6197
서울특별시 동대문구 청량리동 7-0,서울특별시 동대문구 청량리동,11230107,청량고등학교 운동장,127.0505055,37.58864152,4572,동대문구,서울특별시,2255,0.493219598,청량리동,010-1600-8988
서울특별시 동대문구 청량리동 14-0,서울특별시 동대문구 청량리동,11230107,청량중학교 운동장,127.0514837,37.58762082,6761,동대문구,서울특별시,5666,0.83804171,청량리동,010-2525-7100
서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 회기동,11230108,경희초등학교 운동장,127.0493204,37.59467767,5454,동대문구,서울특별시,2395,0.439127246,회기동,010-4622-7908
서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기동,11230108,청량초등학교 운동장,127.0550627,37.59197008,3333,동대문구,서울특별시,1193,0.357935794,회기동,010-5823-2056
서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기동,11230108,삼육초등학교 운동장,127.0478056,37.58913912,2521,동대문구,서울특별시,759,0.301071004,회기동,010-6419-8387
서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 휘경동,11230109,휘경여자고등학교 운동장,127.0675323,37.58322543,5355,동대문구,서울특별시,4196,0.78356676,휘경동,010-8893-2360
서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 휘경동,11230109,휘경공업고등학교 운동장,127.0698531,37.58489895,4189,동대문구,서울특별시,2248,0.53664359,휘경동,010-6806-1711
서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 휘경동,11230109,휘봉초등학교 운동장,127.0703094,37.58587909,2870,동대문구,서울특별시,516,0.179790941,휘경동,010-4542-5929
서울특별시 동대문구 휘경동 302-2,서울특별시 동대문구 휘경동,11230109,휘경초등학교 운동장,127.0588629,37.58549943,4139,동대문구,서울특별시,2040,0.492872675,휘경동,010-5899-2966
경상남도 양산시 어곡동 1427-1,경상남도 양산시 어곡동,48330112,경남외고 운동장,129.013022,35.395435,57726,양산시,경상남도,39431,0.683071753,어곡동,010-7562-3536
경상남도 양산시 삼호동 1012-6,경상남도 양산시 삼호동,48330114,아랫섬어린이공원,129.165948,35.411043,1818,양산시,경상남도,908,0.499449945,삼호동,010-2182-7150
경상남도 양산시 삼호동 872,경상남도 양산시 삼호동,48330114,군두바위어린이공원,129.173746,35.407537,4469,양산시,경상남도,2441,0.546207205,삼호동,010-9345-2007
경상남도 양산시 삼호동 886-1,경상남도 양산시 삼호동,48330114,중앙근린공원,129.174904,35.409826,17120,양산시,경상남도,15046,0.87885514,삼호동,010-6688-5674
경상남도 양산시 삼호동 124,경상남도 양산시 삼호동,48330114,대동어린이공원,129.179094,35.415911,3055,양산시,경상남도,2788,0.912602291,삼호동,010-9732-3486
경상남도 양산시 삼호동 483-0,경상남도 양산시 삼호동,48330114,서창고등학교 운동장,129.173593,35.413677,5443,양산시,경상남도,1806,0.331802315,삼호동,010-1626-5970
경상남도 양산시 삼호동 478,경상남도 양산시 삼호동,48330114,텃밭어린이공원,129.175431,35.413399,1878,양산시,경상남도,707,0.376464324,삼호동,010-3911-4269
경상남도 양산시 삼호동 158-1,경상남도 양산시 삼호동,48330114,서창중학교 운동장,129.17776,35.412427,3640,양산시,경상남도,2823,0.775549451,삼호동,010-7227-3744
경상남도 양산시 삼호동 623-0,경상남도 양산시 삼호동,48330114,서창초등학교 운동장,129.171701,35.417453,14945,양산시,경상남도,7353,0.492004015,삼호동,010-4252-4527
경상남도 양산시 삼호동 886-2,경상남도 양산시 삼호동,48330114,대운초등학교 운동장,129.173715,35.408528,4107,양산시,경상남도,3070,0.747504261,삼호동,010-2615-8609
경상남도 양산시 삼호동 157-0,경상남도 양산시 삼호동,48330114,큰골근린공원,129.179118,35.411663,22644,양산시,경상남도,11430,0.504769475,삼호동,010-6495-9092
경상남도 양산시 명동 995-4,경상남도 양산시 명동,48330115,솔밭어린이공원,129.165224,35.396013,4258,양산시,경상남도,2688,0.631282292,명동,010-1241-6025
경상남도 양산시 명동 1067-1,경상남도 양산시 명동,48330115,황새어린이공원,129.168954,35.407761,4587,양산시,경상남도,1898,0.413778068,명동,010-9157-6025
경상남도 양산시 명동 455-2,경상남도 양산시 명동,48330115,명동공원,129.166579,35.402777,135442,양산시,경상남도,56075,0.414014855,명동,010-4396-2955
경상남도 양산시 주남동 53-3,경상남도 양산시 주남동,48330116,대평어린이공원,129.165565,35.415852,2837,양산시,경상남도,1697,0.598167078,주남동,010-6485-2271
경상남도 양산시 평산동 74-2,경상남도 양산시 평산동,48330119,평산어린이공원,129.152915,35.383153,2379,양산시,경상남도,1552,0.652374947,평산동,010-2894-5235
경상남도 양산시 평산동 105-5,경상남도 양산시 평산동,48330119,평산음악공원,129.150796,35.380731,2082,양산시,경상남도,1777,0.853506244,평산동,010-8997-6297
경상남도 양산시 평산동 586,경상남도 양산시 평산동,48330119,평산근린공원,129.141652,35.385889,8915,양산시,경상남도,1983,0.2224341,평산동,010-4881-3467
경상남도 양산시 평산동 55,경상남도 양산시 평산동,48330119,신명어린이공원,129.154715,35.385988,2111,양산시,경상남도,433,0.205116059,평산동,010-9989-6576
경상남도 양산시 평산동 290-0,경상남도 양산시 평산동,48330119,웅상고등학교 운동장,129.144762,35.377857,31596,양산시,경상남도,24237,0.767090771,평산동,010-2295-1678
경상남도 양산시 평산동 297-3,경상남도 양산시 평산동,48330119,웅상중학교 운동장,129.145126,35.376966,32616,양산시,경상남도,2139,0.06558131,평산동,010-4517-7454
경상남도 양산시 평산동 283-0,경상남도 양산시 평산동,48330119,웅상체육공원,129.14285,35.377858,72117,양산시,경상남도,41283,0.572444777,평산동,010-1002-4018
경상남도 양산시 평산동 350-0,경상남도 양산시 평산동,48330119,천성초등학교 운동장,129.145004,35.379069,22353,양산시,경상남도,2678,0.119804948,평산동,010-7053-2317
경상남도 양산시 평산동 40-3,경상남도 양산시 평산동,48330119,평산초등학교 운동장,129.1536317,35.38679579,12381,양산시,경상남도,5266,0.425329133,평산동,010-8885-9402
경상남도 양산시 덕계동 718-4,경상남도 양산시 덕계동,48330120,덕계초등학교 운동장,129.153365,35.375527,5018,양산시,경상남도,2290,0.456357114,덕계동,010-5159-5244
경상남도 양산시 물금읍 1248-2,경상남도 양산시 물금읍,48330253,통새미공원,128.996865,35.320589,4808,양산시,경상남도,1897,0.394550749,물금읍,010-7179-3817
경상남도 양산시 물금읍 물금리 95-0,경상남도 양산시 물금읍,48330253,물금동아중학교 운동장,128.9934327,35.30833366,5564,양산시,경상남도,944,0.169662114,물금읍,010-7895-1806
경상남도 양산시 물금읍 가촌리 1283,경상남도 양산시 물금읍,48330253,메기들공원,129.007643,35.312523,12435,양산시,경상남도,2154,0.173220748,물금읍,010-3624-7549
경상남도 양산시 물금읍 가촌리 469-1,경상남도 양산시 물금읍,48330253,물금초등학교 운동장,128.9904506,35.31710549,7252,양산시,경상남도,5233,0.721594043,물금읍,010-5661-1812
경상남도 양산시 물금읍 범어리 718-3,경상남도 양산시 물금읍,48330253,범어초등학교 운동장,129.0055589,35.3313607,5612,양산시,경상남도,3776,0.672843906,물금읍,010-9842-2080
경상남도 양산시 물금읍 범어리 554-0,경상남도 양산시 물금읍,48330253,서남초등학교 운동장,128.999187,35.32852654,6973,양산시,경상남도,5338,0.765524165,물금읍,010-3909-7832
경상남도 양산시 물금읍 범어리 2673-11,경상남도 양산시 물금읍,48330253,물금고등학교 운동장,129.0162033,35.33567936,4819,양산시,경상남도,3666,0.760738742,물금읍,010-7101-8482
경상남도 양산시 물금읍 범어리 556,경상남도 양산시 물금읍,48330253,범어근린공원,129.000229,35.330011,14790,양산시,경상남도,8409,0.568559838,물금읍,010-2225-3650
경상남도 양산시 물금읍 범어리 2677-2,경상남도 양산시 물금읍,48330253,황산초등학교 운동장,129.009224,35.330972,15198,양산시,경상남도,432,0.028424793,물금읍,010-2052-4173
경상남도 양산시 물금읍 범어리 2712-10,경상남도 양산시 물금읍,48330253,성산어린이공원,129.016996,35.330017,4116,양산시,경상남도,2599,0.63143829,물금읍,010-4572-7118
경상남도 양산시 물금읍 범어리 2785-1,경상남도 양산시 물금읍,48330253,증산초등학교 운동장,129.007847,35.315632,15760,양산시,경상남도,8042,0.510279188,물금읍,010-2067-8000
경상남도 양산시 물금읍 범어리 2677-1,경상남도 양산시 물금읍,48330253,범어중학교 운동장,129.0101488,35.33177769,4454,양산시,경상남도,1403,0.314997755,물금읍,010-3314-8134
경상남도 양산시 물금읍 범어리 2676-10,경상남도 양산시 물금읍,48330253,새싹어린이공원,129.013601,35.332664,4200,양산시,경상남도,3166,0.753809524,물금읍,010-8934-3118
경상남도 양산시 물금읍 범어리 2673-1,경상남도 양산시 물금읍,48330253,신주초등학교 운동장,129.0197346,35.33727392,2545,양산시,경상남도,1429,0.561493124,물금읍,010-2867-2264
경상남도 양산시 물금읍 범어리 2714-2,경상남도 양산시 물금읍,48330253,양산음악분수공원,129.018735,35.327708,27432,양산시,경상남도,6872,0.250510353,물금읍,010-2058-6469
경상남도 양산시 물금읍 범어리 2673-10,경상남도 양산시 물금읍,48330253,신주중학교 운동장,129.0150857,35.3349382,3804,양산시,경상남도,1811,0.476077813,물금읍,010-9057-8532
경상남도 양산시 물금읍 범어리 503-0,경상남도 양산시 물금읍,48330253,오봉초등학교 운동장,129.0050189,35.33499547,4363,양산시,경상남도,2784,0.638093055,물금읍,010-6257-8854
경상남도 양산시 물금읍 범어리 2711-16,경상남도 양산시 물금읍,48330253,1호광장,129.014292,35.328279,2521,양산시,경상남도,2012,0.798095994,물금읍,010-8260-3332
경상남도 양산시 물금읍 범어리 2712-7,경상남도 양산시 물금읍,48330253,범어고등학교 운동장,129.018934,35.329584,4335,양산시,경상남도,4290,0.989619377,물금읍,010-6608-1770
경상남도 양산시 물금읍 범어리 2712-6,경상남도 양산시 물금읍,48330253,성산초등학교 운동장,129.018263,35.330385,3490,양산시,경상남도,215,0.061604585,물금읍,010-2484-7003
경상남도 양산시 동면 여락리 30-0,경상남도 양산시 동면,48330310,영천초등학교 운동장,129.110737,35.311208,2852,양산시,경상남도,1132,0.396914446,동면,010-5041-8874
경상남도 양산시 동면 석산리 1450-3,경상남도 양산시 동면,48330310,석산들어린이공원,129.023268,35.318572,5517,양산시,경상남도,2124,0.384991843,동면,010-9965-2115
경상남도 양산시 동면 석산리 1448-7,경상남도 양산시 동면,48330310,석산근린공원,129.025736,35.320975,14518,양산시,경상남도,6082,0.418928227,동면,010-9439-5792
경상남도 양산시 동면 석산리 1448-4,경상남도 양산시 동면,48330310,석금산어린이공원,129.028027,35.318171,5721,양산시,경상남도,3004,0.525083027,동면,010-4099-8914
경상남도 양산시 동면 석산리 1447-2,경상남도 양산시 동면,48330310,석산강변어린이공원,129.024166,35.323511,5877,양산시,경상남도,2904,0.494129658,동면,010-1998-6884
경상남도 양산시 동면 석산리 864-6,경상남도 양산시 동면,48330310,곡리어린이공원,129.031166,35.317125,1821,양산시,경상남도,33,0.018121911,동면,010-7727-4025
경상남도 양산시 동면 석산리 1448-8,경상남도 양산시 동면,48330310,석산초등학교 운동장,129.0268038,35.32148564,1030,양산시,경상남도,446,0.433009709,동면,010-7536-6536
경상남도 양산시 동면 금산리 1460-2,경상남도 양산시 동면,48330310,금산근린공원,129.025404,35.309005,29895,양산시,경상남도,18471,0.617862519,동면,010-5039-5148
경상남도 양산시 동면 금산리 1417-2,경상남도 양산시 동면,48330310,금산어린이공원,129.022719,35.312391,5153,양산시,경상남도,4756,0.9229575,동면,010-9597-6048
경상남도 양산시 북정동 532-1,경상남도 양산시 북정동,48330107,삼성어린이공원,129.048805,35.361334,2368,양산시,경상남도,2307,0.974239865,북정동,010-3373-7803
전라북도 완주군 운주면 장선리 507-2,전라북도 완주군 운주면,45710380,운주초등학교 운동장,127.2782542,36.09188717,3636,완주군,전라북도,2626,0.722222222,운주면,010-5327-7055
전라북도 완주군 운주면 장선리 121-0,전라북도 완주군 운주면,45710380,한국게임과학고등학교 운동장,127.2851015,36.08302879,5818,완주군,전라북도,4633,0.79632176,운주면,010-9221-8746
충청남도 홍성군 결성면 읍내리 319-0,충청남도 홍성군 결성면,44800360,결성초등학교 운동장,126.544165,36.524562,3917,홍성군,충청남도,2847,0.726831759,결성면,010-8107-9391
충청남도 홍성군 서부면 이호리 235,충청남도 홍성군 서부면,44800370,서부초등학교 운동장,126.5112391,36.57901339,6121,홍성군,충청남도,2172,0.35484398,서부면,010-6718-2581
충청남도 홍성군 서부면 남당리 664,충청남도 홍성군 서부면,44800370,신당초등학교 운동장,126.4736272,36.54752809,2666,홍성군,충청남도,966,0.362340585,서부면,010-4039-2792
충청남도 홍성군 갈산면 상촌리 70-0,충청남도 홍성군 갈산면,44800380,갈산초등학교 운동장,126.554458,36.60265,3636,홍성군,충청남도,3546,0.975247525,갈산면,010-7921-4628
충청남도 홍성군 갈산면 상촌리 227-1,충청남도 홍성군 갈산면,44800380,갈산고등학교 운동장,126.5483964,36.60526367,8242,홍성군,충청남도,4363,0.529361805,갈산면,010-8301-7920
충청남도 홍성군 구항면 오봉리 750-4,충청남도 홍성군 구항면,44800390,구항면사무소 주차장,126.6106189,36.58718408,303,홍성군,충청남도,254,0.838283828,구항면,010-2411-6027
충청남도 홍성군 구항면 지정리 55-0,충청남도 홍성군 구항면,44800390,대정초등학교 운동장,126.6376788,36.54733719,3212,홍성군,충청남도,2241,0.697696139,구항면,010-6380-3303
충청남도 예산군 예산읍 예산리 742-1,충청남도 예산군 예산읍,44810250,예산초등학교,126.8497656,36.68312133,5935,예산군,충청남도,2096,0.353159225,예산읍,010-9282-5000
충청남도 예산군 예산읍 향천리 257-0,충청남도 예산군 예산읍,44810250,예산종합운동장,126.861061,36.676408,33760,예산군,충청남도,19075,0.565017773,예산읍,010-9900-7653
충청남도 예산군 예산읍 주교리 741-2,충청남도 예산군 예산읍,44810250,예산고등학교,126.837698,36.681228,8429,예산군,충청남도,887,0.105231937,예산읍,010-4982-5986
충청남도 예산군 예산읍 주교리 350-0,충청남도 예산군 예산읍,44810250,예산중학교,126.833068,36.678438,11659,예산군,충청남도,5065,0.434428339,예산읍,010-2494-6767
충청남도 예산군 예산읍 주교리 250-5,충청남도 예산군 예산읍,44810250,예산중앙초등학교,126.831525,36.6836,6181,예산군,충청남도,4694,0.759424041,예산읍,010-5813-4778
충청남도 예산군 예산읍 주교리 161-1,충청남도 예산군 예산읍,44810250,예산여자고등학교,126.833533,36.684671,6793,예산군,충청남도,6379,0.939054909,예산읍,010-8984-7233
충청남도 예산군 예산읍 산성리 865-0,충청남도 예산군 예산읍,44810250,금오초등학교,126.834157,36.690354,5157,예산군,충청남도,1982,0.384331976,예산읍,010-6546-1042
충청남도 청양군 화성면 구재리 156-3,충청남도 청양군 화성면,44790380,화성중학교 운동장,126.7220929,36.43633637,16000,청양군,충청남도,5265,0.3290625,화성면,010-5394-9335
충청남도 청양군 비봉면 록평리 29-0,충청남도 청양군 비봉면,44790390,가남초등학교 운동장,126.7883347,36.51675002,6109,청양군,충청남도,1803,0.295138321,비봉면,010-8459-1768
충청남도 홍성군 홍성읍 오관리 516-0,충청남도 홍성군 홍성읍,44800250,홍주중학교 운동장,126.661958,36.593178,8206,홍성군,충청남도,1203,0.146600049,홍성읍,010-3993-8414
충청남도 홍성군 홍성읍 소향리 397-118,충청남도 홍성군 홍성읍,44800250,홍주종합경기장,126.64374,36.606624,11636,홍성군,충청남도,3535,0.303798556,홍성읍,010-3096-3893
충청남도 홍성군 광천읍 광천리 124-11,충청남도 홍성군 광천읍,44800253,충남드론항공고등학교 운동장,126.6277893,36.50459292,7183,홍성군,충청남도,3878,0.539885842,광천읍,010-7408-7040
충청남도 홍성군 금마면 부평리 108-0,충청남도 홍성군 금마면,44800320,금마초등학교 운동장,126.732906,36.61324276,7345,홍성군,충청남도,4124,0.561470388,금마면,010-2022-5145
충청남도 홍성군 금마면 죽림리 381-2,충청남도 홍성군 금마면,44800320,배양초등학교 운동장,126.70969,36.61374,6545,홍성군,충청남도,323,0.049350649,금마면,010-1938-1751
충청남도 홍성군 금마면 화양리 306-2,충청남도 홍성군 금마면,44800320,금마중학교 운동장,126.722895,36.621062,4000,홍성군,충청남도,2717,0.67925,금마면,010-9648-7690
충청남도 홍성군 홍동면 운월리 221-0,충청남도 홍성군 홍동면,44800330,홍동초등학교 운동장,126.689526,36.557417,3454,홍성군,충청남도,1603,0.464099595,홍동면,010-6578-7509
충청남도 홍성군 홍동면 구정리 716-1,충청남도 홍성군 홍동면,44800330,홍동중학교 운동장,126.692486,36.56254932,6600,홍성군,충청남도,1373,0.208030303,홍동면,010-4544-6225
충청남도 홍성군 장곡면 도산리 479-0,충청남도 홍성군 장곡면,44800340,장곡초등학교 운동장,126.6930795,36.50492997,2945,홍성군,충청남도,2080,0.706281834,장곡면,010-9712-4271
경상남도 의령군 가례면 가례리 265-1,경상남도 의령군 가례면,48720310,의령여자중고등학교 운동장,128.2451264,35.32356193,3636,의령군,경상남도,257,0.070682068,가례면,010-5194-2891
경상남도 양산시 동면 금산리 1431,경상남도 양산시 동면,48330310,금산들어린이공원,129.026497,35.312088,5309,양산시,경상남도,3290,0.619702392,동면,010-1903-8182
경상남도 양산시 동면 금산리 758-6,경상남도 양산시 동면,48330310,동산초등학교 운동장,129.026054,35.303978,2852,양산시,경상남도,1783,0.625175316,동면,010-3089-8727
경상남도 양산시 원동면 원리 577-0,경상남도 양산시 원동면,48330320,원동중학교 운동장,128.920967,35.375579,8877,양산시,경상남도,1174,0.132251887,원동면,010-5662-1050
경상남도 양산시 원동면 원리 951-0,경상남도 양산시 원동면,48330320,원동초등학교 운동장,128.921983,35.364219,6112,양산시,경상남도,4347,0.711223822,원동면,010-9205-8080
경상남도 양산시 원동면 선리 1424-0,경상남도 양산시 원동면,48330320,원동초등학교이천분교 운동장,128.98544,35.487103,3466,양산시,경상남도,722,0.20830929,원동면,010-2517-6564
경상남도 양산시 원동면 화제리 1296-2,경상남도 양산시 원동면,48330320,화제초등학교 운동장,128.978929,35.35092,2852,양산시,경상남도,1081,0.379032258,원동면,010-8755-2317
경상남도 양산시 상북면 석계리 122-0,경상남도 양산시 상북면,48330330,상북초등학교 운동장,129.060336,35.41609,160,양산시,경상남도,40,0.25,상북면,010-9956-5738
경상남도 양산시 상북면 석계리 237-12,경상남도 양산시 상북면,48330330,여울어린이공원,129.059362,35.416166,1877,양산시,경상남도,21,0.011188066,상북면,010-6872-4005
경상남도 양산시 상북면 석계리 323,경상남도 양산시 상북면,48330330,주민쉼터,129.066251,35.412886,2666,양산시,경상남도,230,0.086271568,상북면,010-3409-1653
경상남도 양산시 상북면 석계리 51-0,경상남도 양산시 상북면,48330330,양주중학교 운동장,129.06692,35.415175,7612,양산시,경상남도,3220,0.42301629,상북면,010-7124-3691
경상남도 양산시 상북면 대석리 1341-5,경상남도 양산시 상북면,48330330,소공원<50>,129.059411,35.39036,669,양산시,경상남도,567,0.847533632,상북면,010-9900-8977
경상남도 양산시 상북면 대석리 808-3,경상남도 양산시 상북면,48330330,대석어린이공원,129.053161,35.391777,1818,양산시,경상남도,1350,0.742574257,상북면,010-7667-1757
경상남도 양산시 상북면 소토리 1173-15,경상남도 양산시 상북면,48330330,효충공원,129.043277,35.382838,11464,양산시,경상남도,2923,0.254972087,상북면,010-4772-9643
경상남도 양산시 상북면 소토리 651-0,경상남도 양산시 상북면,48330330,소토초등학교 운동장,129.053193,35.379401,556,양산시,경상남도,430,0.773381295,상북면,010-7285-4480
경상남도 양산시 상북면 상삼리 564-3,경상남도 양산시 상북면,48330330,양산희망학교 운동장,129.060028,35.4272,955,양산시,경상남도,479,0.501570681,상북면,010-7137-2203
경상남도 양산시 상북면 좌삼리 493-0,경상남도 양산시 상북면,48330330,좌삼초등학교 운동장,129.044065,35.440567,200,양산시,경상남도,158,0.79,상북면,010-7394-8458
경상남도 양산시 하북면 순지리 818-1,경상남도 양산시 하북면,48330340,순지어린이공원,129.085325,35.494113,1666,양산시,경상남도,1448,0.869147659,하북면,010-1064-8145
경상남도 양산시 하북면 순지리 702-0,경상남도 양산시 하북면,48330340,하북초등학교 운동장,129.088129,35.489667,236,양산시,경상남도,2,0.008474576,하북면,010-9806-1330
경상남도 의령군 의령읍 중동리 246,경상남도 의령군 의령읍,48720110,의령초등학교 운동장,128.2608254,35.32193704,1757,의령군,경상남도,1163,0.661923734,의령읍,010-3964-7102
경상남도 의령군 의령읍 동동리 1002,경상남도 의령군 의령읍,48720110,남산초등학교 운동장,128.2673097,35.32090952,4507,의령군,경상남도,3238,0.718437985,의령읍,010-6123-5457
경상남도 의령군 의령읍 동동리 821-0,경상남도 의령군 의령읍,48720110,의령공설운동장,128.2668334,35.31588858,6510,의령군,경상남도,4823,0.740860215,의령읍,010-2471-3569
경상남도 의령군 의령읍 동동리 1087,경상남도 의령군 의령읍,48720110,의령중학교 운동장,128.2655978,35.3241619,2540,의령군,경상남도,2433,0.957874016,의령읍,010-3824-1424
전라북도 진안군 동향면 대량리 629,전라북도 진안군 동향면,45720330,동향초등학교 운동장,127.5663775,35.83982768,2424,진안군,전라북도,705,0.290841584,동향면,010-9644-6534
전라북도 완주군 운주면 장선리 179-1,전라북도 완주군 운주면,45710380,운주중학교 운동장,127.2812873,36.08839183,4014,완주군,전라북도,2223,0.553811659,운주면,010-1484-7903
전라북도 완주군 운주면 장선리 573-7,전라북도 완주군 운주면,45710380,운주면행정복지센터 주차장,127.277597,36.09252426,489,완주군,전라북도,107,0.218813906,운주면,010-5219-8844
전라북도 완주군 운주면 장선리 199-0,전라북도 완주군 운주면,45710380,운주생활체육공원 운동장,127.2800565,36.08705948,30218,완주군,전라북도,22352,0.739691575,운주면,010-4437-7376
전라북도 완주군 화산면 화평리 589-0,전라북도 완주군 화산면,45710390,화산초등학교 운동장,127.2039713,36.03478744,2961,완주군,전라북도,1213,0.409658899,화산면,010-3878-8998
전라북도 완주군 화산면 화평리 683-2,전라북도 완주군 화산면,45710390,화산중학교 운동장,127.1982365,36.03481131,8785,완주군,전라북도,6769,0.770517928,화산면,010-4822-3463
전라북도 완주군 화산면 화평리 585-1,전라북도 완주군 화산면,45710390,화산면사무소 주차장,127.2033698,36.03550273,2466,완주군,전라북도,1394,0.565287916,화산면,010-5099-6419
전라북도 완주군 화산면 화월리 486-0,전라북도 완주군 화산면,45710390,화산생활체육공원,127.1971452,36.03053356,8053,완주군,전라북도,7626,0.946976282,화산면,010-2837-5154
전라북도 완주군 화산면 운산리 110-1,전라북도 완주군 화산면,45710390,세인고등학교 운동장,127.153331,36.06869052,5818,완주군,전라북도,2749,0.472499141,화산면,010-9393-3080
전라북도 완주군 동상면 신월리 286-0,전라북도 완주군 동상면,45710400,동상초등학교 운동장,127.2936826,35.9575537,2400,완주군,전라북도,2178,0.9075,동상면,010-8924-4248
전라북도 완주군 동상면 신월리 544-0,전라북도 완주군 동상면,45710400,동상면사무소 주차장,127.2967809,35.93676177,436,완주군,전라북도,245,0.561926606,동상면,010-2935-9562
전라북도 완주군 동상면 신월리 992-1,전라북도 완주군 동상면,45710400,동상면민운동장,127.2933454,35.93831999,7690,완주군,전라북도,1380,0.179453836,동상면,010-4792-8170
전라북도 완주군 경천면 가천리 351-0,전라북도 완주군 경천면,45710410,가천초등학교 운동장,127.2638361,36.03249318,6303,완주군,전라북도,2900,0.460098366,경천면,010-1279-5393
전라북도 완주군 경천면 경천리 215-13,전라북도 완주군 경천면,45710410,경천면사무소 주차장,127.252909,36.02266148,516,완주군,전라북도,11,0.021317829,경천면,010-2148-3964
전라북도 완주군 경천면 경천리 242-0,전라북도 완주군 경천면,45710410,경천생활체육공원 운동장,127.2528082,36.02100704,42315,완주군,전라북도,29089,0.687439442,경천면,010-5667-8465
충청남도 예산군 예산읍 발연리 135-5,충청남도 예산군 예산읍,44810250,예산여자중학교,126.83502,36.698666,8364,예산군,충청남도,3291,0.393472023,예산읍,010-6278-8127
충청남도 예산군 예산읍 관작리 315-7,충청남도 예산군 예산읍,44810250,예산전자공업고등학교,126.838274,36.713684,9206,예산군,충청남도,4120,0.447534217,예산읍,010-1561-7668
충청남도 예산군 예산읍 신례원리 256-2,충청남도 예산군 예산읍,44810250,신례원초등학교,126.842589,36.726069,9506,예산군,충청남도,8419,0.885651168,예산읍,010-2549-9441
충청남도 예산군 삽교읍 두리 105-132,충청남도 예산군 삽교읍,44810253,삽교중학교,126.748552,36.686581,7126,예산군,충청남도,2351,0.329918608,삽교읍,010-8528-9902
충청남도 예산군 삽교읍 두리 532-40,충청남도 예산군 삽교읍,44810253,삽교고등학교,126.747993,36.687629,7664,예산군,충청남도,6941,0.905662839,삽교읍,010-2761-2018
충청남도 예산군 삽교읍 두리 542-2,충청남도 예산군 삽교읍,44810253,삽교초등학교,126.743185,36.688296,7357,예산군,충청남도,3196,0.434416202,삽교읍,010-7815-6062
충청남도 예산군 삽교읍 목리 841-0,충청남도 예산군 삽교읍,44810253,덕산중학교,126.679186,36.668117,7295,예산군,충청남도,6923,0.949006169,삽교읍,010-1490-3508
충청남도 예산군 삽교읍 목리 1963-0,충청남도 예산군 삽교읍,44810253,보성초등학교,126.6811859,36.66705367,4578,예산군,충청남도,3226,0.70467453,삽교읍,010-4160-8412
충청남도 예산군 삽교읍 목리 842-0,충청남도 예산군 삽교읍,44810253,덕산고등학교,126.6826509,36.66619104,12169,예산군,충청남도,2903,0.238556989,삽교읍,010-2907-2082
충청남도 예산군 삽교읍 상성리 95-1,충청남도 예산군 삽교읍,44810253,용동초등학교,126.715619,36.702359,5840,예산군,충청남도,4199,0.719006849,삽교읍,010-4046-3680
충청남도 예산군 대술면 화천리 869-1,충청남도 예산군 대술면,44810310,대술중학교,126.891548,36.656635,5826,예산군,충청남도,4583,0.786646069,대술면,010-9477-5760
충청남도 예산군 신양면 318,충청남도 예산군 신양면,44810320,신양중학교,126.870956,36.603915,6318,예산군,충청남도,6163,0.97546692,신양면,010-6667-4788
충청남도 예산군 신양면 신양리 346-3,충청남도 예산군 신양면,44810320,신양초등학교,126.868811,36.601989,4684,예산군,충청남도,2539,0.54205807,신양면,010-9369-6301
전라북도 무주군 설천면 삼공리 314,전라북도 무주군 설천면,45730320,구천초등학교 운동장,127.7776692,35.90913909,4848,무주군,전라북도,1275,0.26299505,설천면,010-5091-7704
전라북도 무주군 적상면 사산리 1200,전라북도 무주군 적상면,45730330,적상초등학교 운동장,127.655701,35.93224087,1212,무주군,전라북도,454,0.374587459,적상면,010-6186-1880
전라북도 진안군 동향면 대량리 188-0,전라북도 진안군 동향면,45720330,동향중학교 운동장,127.5714,35.8362,6184,진안군,전라북도,3307,0.534767141,동향면,010-4588-8422
