대피소명,위치,현재인원,수용가능인원,수용가능인원범위,경도,위도,시,구,읍면동,담당자 연락처,비율
대우그린2차아파트 지하주차장 1층,"부산광역시 남구 황령대로319번가길 189 (대연동, 대우그린2차아파트)",818,4744,1000이상 5000이하,129.0898512,35.1508607,부산광역시,남구,대연동,010-9719-5665,0.1724283305227656
대우그린아파트 지하주차장 1층,"부산광역시 남구 황령대로319번가길 190-6 (대연동, 대우그린아파트)",799,7355,5000이상,129.0878236,35.1508893,부산광역시,남구,대연동,010-9002-3836,0.10863358259687288
대연대우아파트(102동 지하주차장1층),"부산광역시 남구 홍곡로 343 (대연동, 대연 대우아파트)",3902,5549,5000이상,129.0888051,35.1229191,부산광역시,남구,대연동,010-3478-4739,0.7031897639214273
"대연동현대아파트(102동 지하주차장1,2층)","부산광역시 남구 천제등로28번길 50 (대연동, 대연동현대아파트)",7511,7904,5000이상,129.0862188,35.1314239,부산광역시,남구,대연동,010-3738-8919,0.9502783400809717
일신프리빌리지 지하주차장 1~3층,"부산광역시 남구 용호로 34 (용호동, 일신프리빌리지)",2550,4000,1000이상 5000이하,129.1077936,35.1274812,부산광역시,남구,용호동,010-1305-7545,0.6375
대연초등학교 지하1층,부산광역시 남구 진남로18번길 11 (대연동),143,191,100이상 1000이하,129.092475,35.13734,부산광역시,남구,대연동,010-2046-9101,0.7486910994764397
대연5동 행정복지센터 지하1층,"부산광역시 남구 진남로46번길 7, 대연5동행정복지센터 (대연동)",100,111,100이상 1000이하,129.0901037,35.1384678,부산광역시,남구,대연동,010-6128-3103,0.9009009009009009
대연동SK뷰아파트 지하주차장 1~4층,"부산광역시 남구 진남로154번길 3 (대연동, 대연동에스케이뷰아파트)",351,985,100이상 1000이하,129.0795759,35.1407849,부산광역시,남구,대연동,010-9964-8091,0.35634517766497464
이기대성당 지하주차장 1층,"부산광역시 남구 이기대공원로 48 (용호동, 이기대성당)",180,1654,1000이상 5000이하,129.1173322,35.1252008,부산광역시,남구,용호동,010-6185-6171,0.10882708585247884
한신문화타운 101동 지하1층,"부산광역시 남구 유엔평화로 152-2 (용당동, 용당한신문화타운)",2,3488,1000이상 5000이하,129.0963757,35.1229384,부산광역시,남구,용당동,010-9553-8035,0.0005733944954128441
서호빌딩 지하주차장 1층,"부산광역시 남구 수영로 184, 다이소 1층 (대연동)",212,318,100이상 1000이하,129.0867296,35.1345877,부산광역시,남구,대연동,010-8810-1928,0.6666666666666666
법화빌딩 지하주차장 1층,부산광역시 남구 수영로 190 (대연동),99,286,100이상 1000이하,129.0873776,35.1346343,부산광역시,남구,대연동,010-2473-7851,0.34615384615384615
하얏트아파트 지하주차장 1층,"부산광역시 남구 전선등로 31 (감만동, 하얏트아파트)",138,320,100이상 1000이하,129.0852905,35.1241836,부산광역시,남구,감만동,010-1200-4474,0.43125
"자유4차아파트 지하주차장 1,2층","부산광역시 남구 석포로 7 (감만동, 우암자유4차아파트)",613,800,100이상 1000이하,129.0815298,35.1223424,부산광역시,남구,감만동,010-6053-5579,0.76625
"국제아파트 지하주차장 1,2층","부산광역시 남구 석포로 34 (감만동, 국제아파트)",2889,8760,5000이상,129.0851198,35.1223265,부산광역시,남구,감만동,010-2603-2418,0.3297945205479452
삼성아파트 105동 108동 지하주차장 1층,"부산광역시 남구 전포대로20번길 15 (문현동, 문현동삼성아파트)",1464,2040,1000이상 5000이하,129.0692696,35.1395005,부산광역시,남구,문현동,010-3005-7307,0.7176470588235294
삼성아파트 109동 114동 지하주차장 1층,"부산광역시 남구 전포대로20번길 15 (문현동, 문현동삼성아파트)",1594,2863,1000이상 5000이하,129.0692696,35.1395005,부산광역시,남구,문현동,010-6565-3122,0.5567586447782047
여성회관 지하 1층,"부산광역시 남구 수영로 356 (대연동, 여성회관)",280,500,100이상 1000이하,129.1045647,35.1390527,부산광역시,남구,대연동,010-6050-2610,0.56
부산은행 대연동지점 지하주차장 1층,"부산광역시 남구 수영로 234 (대연동, 부산은행대연동지점)",121,680,100이상 1000이하,129.0922131,35.1348831,부산광역시,남구,대연동,010-8423-3578,0.17794117647058824
남천빌딩 지하주차장 1층,"부산광역시 남구 수영로 244 (대연동, 남천빌딩)",30,360,100이상 1000이하,129.0933034,35.1349358,부산광역시,남구,대연동,010-1882-9357,0.08333333333333333
항도빌라 지하주차장 1층,"부산광역시 남구 유엔평화로9번길 42 (대연동, 항도맨션)",31,819,100이상 1000이하,129.0943349,35.1340687,부산광역시,남구,대연동,010-5010-9501,0.03785103785103785
문현2차현대아파트 지하1층 주차장,"부산광역시 남구 고동골로97번길 39-12 (문현동, 문현2차현대아파트(모든동의 지하))",3421,5940,5000이상,129.0736945,35.1479778,부산광역시,남구,문현동,010-3064-1152,0.575925925925926
감만1동행정복지센터,"부산광역시 남구 우암로 71-7 (감만동, 감만1동행정복지센터)",68,78,0이상 100이하,129.0806215,35.1168248,부산광역시,남구,감만동,010-6644-4038,0.8717948717948718
"대림문현시티프라자 지하주차장 2, 3층",부산광역시 남구 수영로 26 (문현동),480,9695,5000이상,129.0704552,35.1363127,부산광역시,남구,문현동,010-8842-6691,0.04951005673027334
현대비치아파트 지하주차장 1층,"부산광역시 남구 용호로42번길 14 (용호동, 현대비치아파트)",2018,8800,5000이상,129.1089232,35.1261416,부산광역시,남구,용호동,010-2959-3931,0.2293181818181818
대연동원아파트 지하1층,부산광역시 남구 수영로267번길 20 (대연동),6861,7693,5000이상,129.095889,35.1368999,부산광역시,남구,대연동,010-6443-6957,0.8918497335239829
현대아이파크아파트 105동 지하1층 주차장,"부산광역시 남구 동명로 26 (용당동, 현대아이파크)",168,2058,1000이상 5000이하,129.0990645,35.1189475,부산광역시,남구,용당동,010-4991-4237,0.08163265306122448
삼성아파트 101동 104동 지하주차장 1층,"부산광역시 남구 전포대로20번길 15 (문현동, 문현동삼성아파트)",2870,3107,1000이상 5000이하,129.0692696,35.1395005,부산광역시,남구,문현동,010-9597-8151,0.9237206308336016
승진빌딩 지하주차장 1층,"부산광역시 남구 용호로159번길 108 (용호동, 승진빌딩)",1101,1145,1000이상 5000이하,129.1167625,35.1179522,부산광역시,남구,용호동,010-5524-7139,0.9615720524017467
엘지메트로시티 109동 지하주차장 1~2층,"부산광역시 남구 분포로 111(용호동, 엘지메트로시티)",8626,10269,5000이상,129.1121446,35.1279925,부산광역시,남구,용호동,010-7794-9740,0.8400038952186192
엘지메트로시티 113동 지하주차장 1~2층,"부산광역시 남구 분포로 111(용호동, 엘지메트로시티)",2801,6967,5000이상,129.1121446,35.1279925,부산광역시,남구,용호동,010-6200-1084,0.40203817999138797
중앙하이츠아파트 지하주차장 1층,"부산광역시 남구 유엔로 46(우암동, 우암 중앙하이츠아파트)",611,13455,5000이상,129.0822719,35.1265665,부산광역시,남구,우암동,010-3778-7667,0.04541062801932367
현대아파트 지하1층 주차장,"부산광역시 남구 진남로198번길 9-1 (문현동, 현대아파트(모든동의 지하))",888,5896,5000이상,129.0785667,35.1445813,부산광역시,남구,문현동,010-7799-7524,0.15061058344640435
동부타워아파트 지하주차장 1층,"부산광역시 남구 동명로 193 (용호동, 동부타워)",110,530,100이상 1000이하,129.1178269,35.1183142,부산광역시,남구,용호동,010-6961-5617,0.20754716981132076
동항교회,"부산광역시 남구 우암로75번길 7 (감만동, 동항교회)",121,352,100이상 1000이하,129.0801987,35.117323,부산광역시,남구,감만동,010-4253-5120,0.34375
남부교육지원청 지하주차장 1층,"부산광역시 남구 못골로 29 (대연동, 남부교육청청사)",3401,4216,1000이상 5000이하,129.0855146,35.1362307,부산광역시,남구,대연동,010-9888-6446,0.8066888045540797
대연4동행정복지센터(지하1층),"부산광역시 남구 석포로91번길 96 (대연동, 대연4동주민센터)",41,139,100이상 1000이하,129.0913815,35.1298212,부산광역시,남구,대연동,010-7707-8204,0.2949640287769784
감만교회,"부산광역시 남구 우암로61번길 21 (감만동, 감만교회)",177,203,100이상 1000이하,129.0799582,35.1158125,부산광역시,남구,감만동,010-8786-9948,0.8719211822660099
벽산화이트타워아파트,"부산광역시 남구 용호로269번길 90 (용호동, 벽산화이트타워)",1169,2543,1000이상 5000이하,129.1163533,35.1108192,부산광역시,남구,용호동,010-1435-8305,0.45969327565867085
유창그린2차아파트,"부산광역시 남구 양지골로 134 (감만동, 유창그린2차아파트)",45,601,100이상 1000이하,129.0868879,35.1154812,부산광역시,남구,감만동,010-3636-8179,0.07487520798668885
골든벨류빌 아파트 지하주차장 1층,"부산광역시 남구 전포대로77번길 19(문현동, 골든벨류빌)",1355,2699,1000이상 5000이하,129.0655483,35.1433267,부산광역시,남구,문현동,010-2003-9197,0.5020377917747314
경동아파트104동 지하주차장 1층,"부산광역시 남구 동명로 202, 104동 (용호동, 경동아파트)",1108,2769,1000이상 5000이하,129.1171547,35.1172352,부산광역시,남구,용호동,010-3444-8327,0.40014445648248465
엘지메트로시티 106동 지하주차장 1~2층,"부산광역시 남구 분포로 111(용호동, 엘지메트로시티)",8744,11467,5000이상,129.1121446,35.1279925,부산광역시,남구,용호동,010-9312-2492,0.7625359727914887
대광타워맨션 지하주차장 1층,"부산광역시 남구 이기대공원로26번길 45-3, 102동 (용호동, 대광타워맨션)",4568,5010,5000이상,129.1157111,35.1221406,부산광역시,남구,용호동,010-5202-8908,0.9117764471057884
부산대연동푸르지오아파트 지하주차장 1층,"부산광역시 남구 수영로325번길 12 (대연동, 부산대연동푸르지오)",5930,7000,5000이상,129.1021071,35.1392279,부산광역시,남구,대연동,010-3899-4327,0.8471428571428572
감만동일스위트아파트,"부산광역시 남구 우암로104번길 29 (감만동, 감만동일스위트아파트 108동주차동)",196,2007,1000이상 5000이하,129.0825486,35.1196243,부산광역시,남구,감만동,010-1095-1576,0.09765819631290483
감만중학교 지하1층 무용실,"부산광역시 남구 홍곡로 313-14 (감만동, 감만중학교)",52,427,100이상 1000이하,129.0888649,35.1218721,부산광역시,남구,감만동,010-1598-9259,0.12177985948477751
대연힐스테이트푸르지오 101~106동 지하주차장 2층,"부산광역시 남구 수영로 345(대연동, 대연힐스테이트푸르지오)",3980,11484,5000이상,129.1010779,35.1422158,부산광역시,남구,대연동,010-2502-4917,0.34656913967258796
경성대학교 멀티미디어정보관 지하 1층,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",2876,4892,1000이상 5000이하,129.0969338,35.1422457,부산광역시,남구,대연동,010-6873-7307,0.5878986099754702
"파크사이드재활의학병원(지하주차장1,2층)","부산광역시 남구 유엔평화로125번길 11-10 (대연동, 파크사이드재활의학병원)",471,524,100이상 1000이하,129.0971432,35.125183,부산광역시,남구,대연동,010-5277-9356,0.898854961832061
동림상가타운 지하주차장 1층,"부산광역시 남구 용호로 161-1 (용호동, 동림상가타운)",758,905,100이상 1000이하,129.1117523,35.1176827,부산광역시,남구,용호동,010-7293-5439,0.8375690607734807
엘지메트로시티 103동 지하주차장 1~2층,"부산광역시 남구 분포로 111(용호동, 엘지메트로시티)",6528,12292,5000이상,129.1121446,35.1279925,부산광역시,남구,용호동,010-9843-2143,0.5310771233322487
대연교회 지하1층,부산광역시 남구 진남로 43 (대연동),25,547,100이상 1000이하,129.0906806,35.1380062,부산광역시,남구,대연동,010-1278-8256,0.04570383912248629
농협용호지소 지하주차장 1층,"부산광역시 남구 용호로 137 (용호동, 대연농협)",354,701,100이상 1000이하,129.1124209,35.1199395,부산광역시,남구,용호동,010-6430-5170,0.5049928673323824
엘지메트로시티 124동 지하주차장 1~3층,"부산광역시 남구 분포로 111(용호동, 엘지메트로시티)",3690,5545,5000이상,129.1121446,35.1279925,부산광역시,남구,용호동,010-1258-5343,0.6654643823264202
대연힐스테이트푸르지오 109~112동 지하주차장 1층,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트푸르지오)",8571,8978,5000이상,129.1010779,35.1422158,부산광역시,남구,대연동,010-2495-4318,0.9546669636890176
대연롯데캐슬아파트 지하주차장 2층,"부산광역시 남구 수영로325번길 61 (대연동, 대연동롯데캐슬아파트)",5741,11023,5000이상,129.0998021,35.1405891,부산광역시,남구,대연동,010-1152-8339,0.5208201034201215
대연힐스테이트푸르지오 115동 지하주차장 1층,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트푸르지오)",4538,8699,5000이상,129.1010779,35.1422158,부산광역시,남구,대연동,010-6013-4350,0.5216691573744109
광원아파트 지하1층 주차장,"부산광역시 남구 고동골로97번길 67 (문현동, 광원문현맨션(모든동의 지하))",101,1421,1000이상 5000이하,129.0742943,35.1468085,부산광역시,남구,문현동,010-6536-7467,0.07107670654468684
대연동남아파트 지하1층,"부산광역시 남구 진남로36번길 101 (대연동, 대연동남아파트)",205,680,100이상 1000이하,129.0930952,35.1420088,부산광역시,남구,대연동,010-5271-5524,0.3014705882352941
용호동일타운 104동,"부산광역시 남구 동명로170번길 93 (용호동, 용호동일아파트)",358,535,100이상 1000이하,129.1156285,35.1153221,부산광역시,남구,용호동,010-4875-7448,0.6691588785046729
신익타워아파트 지하주차장 1층,"부산광역시 남구 동명로 189 (용호동, 용호신익타워아파트)",1564,6637,5000이상,129.1182902,35.1191363,부산광역시,남구,용호동,010-3972-6165,0.23564863643212294
경동아파트101동 지하주차장 1층,"부산광역시 남구 동명로 202, 101동 (용호동, 경동아파트)",1744,2414,1000이상 5000이하,129.1171547,35.1172352,부산광역시,남구,용호동,010-7680-2103,0.7224523612261806
KT연산지점 지하1층,부산광역시 연제구 진남로 608-0 (연산동),307,391,100이상 1000이하,129.0799381,35.1739043,부산광역시,연제구,연산동,010-7131-1973,0.7851662404092071
연산국제제과제빵학원건물 지하주차장 지하1층,부산광역시 연제구 중앙대로 1116 (연산동),7,400,100이상 1000이하,129.0816474,35.1873043,부산광역시,연제구,연산동,010-7149-5137,0.0175
한양아파트31동 지하1층,부산광역시 연제구 온천천남로 110 (연산동),807,921,100이상 1000이하,129.1055957,35.1897179,부산광역시,연제구,연산동,010-3346-6152,0.8762214983713354
한양아파트51동 지하1층,부산광역시 연제구 온천천남로 110 (연산동),649,813,100이상 1000이하,129.1055957,35.1897179,부산광역시,연제구,연산동,010-4603-7805,0.7982779827798278
한양아파트52동 지하1층,부산광역시 연제구 온천천남로 110 (연산동),93,856,100이상 1000이하,129.1055957,35.1897179,부산광역시,연제구,연산동,010-4704-7684,0.10864485981308411
부산제일교회 지하1층,부산광역시 연제구 좌수영로 291 (연산동),289,560,100이상 1000이하,129.1102427,35.1876127,부산광역시,연제구,연산동,010-3924-3131,0.5160714285714286
연산동대우아파트 101동 지하주차장 지하1층,부산광역시 연제구 토곡남로 15 (연산동),10485,11106,5000이상,129.1047831,35.1811893,부산광역시,연제구,연산동,010-4027-1839,0.9440842787682334
동덕현대아파트102동 지하주차장 지하1층,부산광역시 연제구 연미로 14 (연산동),84,1161,1000이상 5000이하,129.0922271,35.1719144,부산광역시,연제구,연산동,010-9127-9433,0.07235142118863049
동덕현대아파트103동 지하주차장 지하1층,부산광역시 연제구 연미로 14 (연산동),437,1161,1000이상 5000이하,129.0922271,35.1719144,부산광역시,연제구,연산동,010-2135-2653,0.3763996554694229
삼보아파트 지하1층,부산광역시 연제구 세병로 34 (연산동),241,829,100이상 1000이하,129.0844063,35.1916042,부산광역시,연제구,연산동,010-4259-9969,0.29071170084439085
한양타워빌 지하주차장 지하1층,부산광역시 연제구 명륜로 10 (거제동),713,2407,1000이상 5000이하,129.0814588,35.1959593,부산광역시,연제구,거제동,010-5697-8552,0.29621936019941836
거제2동 새마을금고 지하1층 회의실,부산광역시 연제구 아시아드대로46번길 3 (거제동),160,240,100이상 1000이하,129.0683584,35.188979,부산광역시,연제구,거제동,010-3750-1825,0.6666666666666666
한성기린아파트 지하주차장 지하1층,부산광역시 연제구 세병로 16 (연산동),2562,2804,1000이상 5000이하,129.0846659,35.1901739,부산광역시,연제구,연산동,010-8415-1489,0.9136947218259629
한원빌딩 지하1층,"부산광역시 연제구 월드컵대로 21, 한원 메디칼 빌딩 (연산동)",402,917,100이상 1000이하,129.0854523,35.1765341,부산광역시,연제구,연산동,010-6753-2160,0.43838604143947657
경동아파트 지하주차장 지하1층,부산광역시 연제구 과정로344번길 50 (연산동),2641,5008,5000이상,129.0931574,35.1919141,부산광역시,연제구,연산동,010-2952-6489,0.5273562300319489
동화빌딩 지하1층,부산광역시 연제구 월드컵대로 9 (연산동),360,460,100이상 1000이하,129.085897,35.1754621,부산광역시,연제구,연산동,010-8726-8756,0.782608695652174
KT&G 부산본부,부산광역시 연제구 월드컵대로 83 (연산동),1339,1706,1000이상 5000이하,129.0833099,35.1817337,부산광역시,연제구,연산동,010-1930-3416,0.7848769050410317
"부산광역시청 지하주차장 지하1,2,3층",부산광역시 연제구 중앙대로 1001 (연산동),39013,53151,5000이상,129.0750223,35.179816,부산광역시,연제구,연산동,010-8643-4839,0.7340031231773626
고은아트빌라 지하주차장 지하1층,부산광역시 연제구 고분로67번길 13 (연산동),34,103,100이상 1000이하,129.0897377,35.1861657,부산광역시,연제구,연산동,010-7284-5912,0.3300970873786408
거제동롯데캐슬아파트 지하주차장 지하1층,부산광역시 연제구 세병로 44 (거제동),7951,11244,5000이상,129.083799,35.1930988,부산광역시,연제구,거제동,010-1268-1041,0.7071326929918179
더샵 파크시티아파트 110동 앞 지하주차장 지하1층,"부산광역시 연제구 안연로 33 (연산동, 더샵파크시티)",1905,8438,5000이상,129.0975155,35.1910855,부산광역시,연제구,연산동,010-6243-9817,0.22576439914671723
대도빌딩,부산광역시 부산진구 가야대로 494 (개금동),1242,2187,1000이상 5000이하,129.0261687,35.1528239,부산광역시,부산진구,개금동,010-9908-4914,0.5679012345679012
일성인포아파트,부산광역시 부산진구 신천대로 252 (부암동),3473,12000,5000이상,129.0509966,35.16451,부산광역시,부산진구,부암동,010-6662-1752,0.28941666666666666
창신그린힐아파트,"부산광역시 부산진구 성지로114번길 59 (초읍동, 창신그린힐아파트)",687,1040,1000이상 5000이하,129.0547711,35.1818578,부산광역시,부산진구,초읍동,010-3618-4268,0.6605769230769231
양정성당 지하주차장 지하1층,부산광역시 부산진구 진남로 536 (양정동),782,1080,1000이상 5000이하,129.0732891,35.1710973,부산광역시,부산진구,양정동,010-6546-9229,0.7240740740740741
거제한양아파트 지하주차장 지하1층,부산광역시 연제구 중앙대로1226번길 4 (거제동),800,1682,1000이상 5000이하,129.0811299,35.1973136,부산광역시,연제구,거제동,010-3199-4830,0.4756242568370987
거제2동 행정복지센터 지하주차장 지하1층,부산광역시 연제구 아시아드대로22번길 19 (거제동),165,344,100이상 1000이하,129.0703237,35.1877838,부산광역시,연제구,거제동,010-1681-2506,0.4796511627906977
"경남아파트3동, 지하1층",부산광역시 연제구 거제대로214번길 6-0 (거제동),451,480,100이상 1000이하,129.0738763,35.1862608,부산광역시,연제구,거제동,010-2044-2765,0.9395833333333333
"경남아파트5동, 지하1층",부산광역시 연제구 거제대로214번길 6-0 (거제동),433,1149,1000이상 5000이하,129.0738763,35.1862608,부산광역시,연제구,거제동,010-6604-5848,0.37684943429068757
"거성교회, 지하1층",부산광역시 연제구 거제대로136번길 6-0 (거제동),287,387,100이상 1000이하,129.0697906,35.180359,부산광역시,연제구,거제동,010-6065-1700,0.7416020671834626
"현대아파트 101동, 지하1층",부산광역시 연제구 거제대로 198-0 (거제동),551,829,100이상 1000이하,129.0729752,35.1853531,부산광역시,연제구,거제동,010-4341-6630,0.6646562123039808
"현대아파트 102동, 지하1층",부산광역시 연제구 거제대로 198-0 (거제동),75,893,100이상 1000이하,129.0729752,35.1853531,부산광역시,연제구,거제동,010-3551-9991,0.083986562150056
거성중학교 강당 지하주차장 지하1층,부산광역시 연제구 해맞이로109번길 61-0 (거제동),390,556,100이상 1000이하,129.067131,35.183131,부산광역시,연제구,거제동,010-4934-7892,0.7014388489208633
태승아파트 지하주차장 지하1층,부산광역시 연제구 해맞이로77번길 19 (거제동),202,288,100이상 1000이하,129.0675707,35.1810366,부산광역시,연제구,거제동,010-3766-2313,0.7013888888888888
삼일아파트 지하1층,부산광역시 연제구 중앙천로73번길 13-20 (연산동),35,200,100이상 1000이하,129.0810474,35.1799309,부산광역시,연제구,연산동,010-3426-5403,0.175
동덕현대아파트101동 지하주차장 지하1층,부산광역시 연제구 연미로 14 (연산동),187,1281,1000이상 5000이하,129.0922271,35.1719144,부산광역시,연제구,연산동,010-8374-2427,0.14597970335675253
부산광역시 장애인종합복지관 지하1층,부산광역시 연제구 중앙대로1150번길 15-0 (연산동),277,801,100이상 1000이하,129.0814906,35.1906033,부산광역시,연제구,연산동,010-7124-4555,0.34581772784019976
망미주공아파트 106동 지하1층,부산광역시 연제구 토현로 10-0 (연산동),28,432,100이상 1000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-1758-8041,0.06481481481481481
망미주공아파트 120동 지하1층,부산광역시 연제구 토현로 10 (연산동),18,432,100이상 1000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-3926-9335,0.041666666666666664
연제구노인복지관(연제문화원) 지하1층,부산광역시 연제구 고분로 188 (연산동),7,240,100이상 1000이하,129.1028058,35.1853773,부산광역시,연제구,연산동,010-4743-3522,0.029166666666666667
현대아파트 지하주차장 지하1층,부산광역시 연제구 고분로236번길 13-0 (연산동),168,1738,1000이상 5000이하,129.108238,35.183585,부산광역시,연제구,연산동,010-3851-6994,0.09666283084004602
중소기업중앙회 부산울산지역본부 지하주차장 지하1층,부산광역시 연제구 중앙대로 1138 (연산동),77,1041,1000이상 5000이하,129.0812121,35.18908,부산광역시,연제구,연산동,010-9358-7290,0.07396733909702209
세종빌딩 지하주차장 지하1층,부산광역시 연제구 중앙대로 1114 (연산동),1,200,100이상 1000이하,129.0816702,35.1870461,부산광역시,연제구,연산동,010-5185-2914,0.005
현우빌딩 주차장,부산광역시 연제구 고분로 5 (연산동),42,160,100이상 1000이하,129.0829522,35.1860617,부산광역시,연제구,연산동,010-3670-9643,0.2625
동원베네스트아파트 101동 옆 지하주차장 지하1층,부산광역시 연제구 과정로294번길 10-0 (연산동),363,1089,1000이상 5000이하,129.0958678,35.1895952,부산광역시,연제구,연산동,010-4944-7418,0.3333333333333333
현대아파트 101동 맞은편 지하주차장 지하1층,"부산광역시 연제구 고분로112번길 23 (연산동, 현대아파트)",6652,7444,5000이상,129.0957075,35.1838013,부산광역시,연제구,연산동,010-6913-7616,0.8936055883933369
"현대아파트 103동, 지하1층",부산광역시 연제구 거제대로 198-0 (거제동),526,721,100이상 1000이하,129.0729752,35.1853531,부산광역시,연제구,거제동,010-9497-7640,0.7295423023578363
"현대아파트 104동, 지하1층",부산광역시 연제구 거제대로 198-0 (거제동),54,957,100이상 1000이하,129.0729752,35.1853531,부산광역시,연제구,거제동,010-5501-8276,0.05642633228840126
거제동월드메르디앙아파트 지하주차장 지하1층,부산광역시 연제구 거제천로 233 (거제동),3919,5549,5000이상,129.0827415,35.1927316,부산광역시,연제구,거제동,010-8194-4789,0.7062533789872049
부산지방국세청,"부산광역시 연제구 연제로 12 (연산동, 부산지방국세청)",1780,3844,1000이상 5000이하,129.0781755,35.176769,부산광역시,연제구,연산동,010-6395-3014,0.4630593132154006
망미주공아파트 113동 지하1층,부산광역시 연제구 토현로 10 (연산동),252,432,100이상 1000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-3548-5044,0.5833333333333334
망미주공아파트 114동 지하1층,부산광역시 연제구 토현로 10 (연산동),415,432,100이상 1000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-4538-8426,0.9606481481481481
망미주공아파트 117동 지하1층,부산광역시 연제구 토현로 10 (연산동),112,1113,1000이상 5000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-5716-2673,0.10062893081761007
망미주공아파트 118동 지하1층,부산광역시 연제구 토현로 10 (연산동),369,432,100이상 1000이하,129.1100806,35.17951,부산광역시,연제구,연산동,010-3679-3135,0.8541666666666666
화신아파트 전동 지하주차장 1~2층,"부산광역시 사하구 사하로 47 (구평동, 구평화신아파트)",728,3808,1000이상 5000이하,128.9923722,35.0861029,부산광역시,사하구,구평동,010-3912-3981,0.19117647058823528
삼성타워아파트 지하주차장 1층,"부산광역시 사하구 마하로 81 (당리동, 삼성타워맨션)",265,520,100이상 1000이하,128.9841969,35.1064586,부산광역시,사하구,당리동,010-3501-5245,0.5096153846153846
벽산으뜸아파트 전동 지하 1층,"부산광역시 사하구 다대로22번길 30 (당리동, 벽산으뜸아파트)",516,2304,1000이상 5000이하,128.9754791,35.0990089,부산광역시,사하구,당리동,010-4072-8376,0.22395833333333334
혜성아파트 103동옆 지하주차장 1층,"부산광역시 사하구 제석로 127 (당리동, 혜성아파트)",886,2180,1000이상 5000이하,128.9798669,35.1099077,부산광역시,사하구,당리동,010-7575-4424,0.40642201834862385
형제아파트 지하주차장 1층,"부산광역시 사하구 제석로95번길 21 (당리동, 당리형제아파트)",1771,2328,1000이상 5000이하,128.9767456,35.1092259,부산광역시,사하구,당리동,010-4888-8132,0.7607388316151202
조성하이츠 입구주차장 지하 1층,"부산광역시 사하구 다대낙조2길 7 (다대동, 다대조성하이츠)",1001,1040,1000이상 5000이하,128.9650784,35.0508262,부산광역시,사하구,다대동,010-6568-2532,0.9625
자유아파트 102동 앞 지하주차장 1층,"부산광역시 사하구 다대로 617 (다대동, 다대자유아파트)",4701,6840,5000이상,128.9721826,35.05205,부산광역시,사하구,다대동,010-2835-2511,0.6872807017543859
지하철 신평역 지하 1~2층,"부산광역시 사하구 하신번영로 140 (신평동, 신평지하철기지창)",150,6680,5000이상,128.9605896,35.0921593,부산광역시,사하구,신평동,010-5843-4951,0.02245508982035928
원우아파트 지하주차장 1층,"부산광역시 사하구 비봉로 29 (신평동, 원우아파트)",4146,6528,5000이상,128.9646491,35.0979552,부산광역시,사하구,신평동,010-5697-7250,0.6351102941176471
한솔베스파트 지하주차장 1층,"부산광역시 사하구 신산로 187 (신평동, 한솔베스파트)",2723,3907,1000이상 5000이하,128.975699,35.0901296,부산광역시,사하구,신평동,010-8827-3533,0.696954184796519
감천현대아파트 지하주차장 1층,"부산광역시 사하구 감천로 38 (감천동, 감천현대아파트)",2887,3000,1000이상 5000이하,128.9964374,35.0906805,부산광역시,사하구,감천동,010-1482-9474,0.9623333333333334
성지아파트 지하주차장 지하1층,"부산광역시 금정구 명서로 94(서동, 성지아파트)",679,4490,1000이상 5000이하,129.0992583,35.2132631,부산광역시,금정구,서동,010-6989-2862,0.1512249443207127
현대그레이스아파트 지하주차장 1층,"부산광역시 금정구 벅구산로 25-5 (남산동, 현대그레이스아파트)",43,881,100이상 1000이하,129.0942752,35.2692366,부산광역시,금정구,남산동,010-3508-9393,0.04880817253121453
대동다숲 아파트 지하주차장 1층,부산광역시 금정구 부곡로 32-12 (부곡동),4146,8355,5000이상,129.0905944,35.21759,부산광역시,금정구,부곡동,010-2423-9489,0.496229802513465
금정산SK뷰아파트 지하 1~2층,"부산광역시 금정구 식물원로 64 (장전동, 금정산에스케이뷰아파트)",16940,86309,5000이상,129.0802102,35.2270674,부산광역시,금정구,장전동,010-4692-3336,0.19627153599277017
부곡일천베스파 지하주차장 1층,"부산광역시 금정구 부곡로 87 (부곡동, 부곡일천베스파)",873,2496,1000이상 5000이하,129.0909242,35.223873,부산광역시,금정구,부곡동,010-6453-3596,0.34975961538461536
쌍용아파트 지하 주차장 1층,"부산광역시 금정구 수림로 25 (부곡동, 쌍용아파트)",3187,7380,5000이상,129.0890706,35.2390425,부산광역시,금정구,부곡동,010-8862-2824,0.4318428184281843
삼승렉스풀 지하 주차장 1층,"부산광역시 금정구 부곡온천천로 126 (부곡동, 삼승렉스풀)",647,870,100이상 1000이하,129.0889462,35.2372884,부산광역시,금정구,부곡동,010-4341-5875,0.7436781609195402
